geneid	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	res_SfmbtKD_v_toySfmbtKD_change
nub	586.090381895507	3.53185621775514	0.758130565142562	4.65863847224125	3.18307658127994e-06	0.000285308790817477	enriched in toy-SfmbtKD
nvd	525.863158268772	-2.30802339264605	0.70596470799411	-3.26931837599069	0.00107806923368638	0.0192907260313478	depleted in toy-SfmbtKD
ouib	83.1745809696167	-3.00621322392048	0.676869785729058	-4.44134645585115	8.93977255552694e-06	0.000622971241356188	depleted in toy-SfmbtKD
pdm2	85.7838459669037	6.20650189584805	1.27830529282546	4.85525791896684	1.20230151918881e-06	0.000123647219394471	enriched in toy-SfmbtKD
pgant4	35.019093815148	-2.94626790270494	0.826764165518192	-3.56361345300725	0.000365784491102124	0.0088677778612103	depleted in toy-SfmbtKD
phm	3388.40916881962	-2.19916233199726	0.746135373779844	-2.94740392866851	0.00320454309626702	0.0396308684183908	depleted in toy-SfmbtKD
pigs	1138.51778604611	1.3075426581369	0.28872408829969	4.52869265545901	5.93497528153945e-06	0.000467618616940649	enriched in toy-SfmbtKD
rpk	188.303413827271	1.51381152469512	0.232227154474534	6.51866715639029	7.09348593045431e-11	2.66551375155918e-08	enriched in toy-SfmbtKD
rpr	317.793306965155	1.16138898945855	0.275995674827722	4.20799706438696	2.57644213074343e-05	0.00138000703175199	enriched in toy-SfmbtKD
sad	2897.1234228916	-2.35286701560053	0.716894828230983	-3.28202537240573	0.00103064330898989	0.0186816050627666	depleted in toy-SfmbtKD
snoRNA:Psi28S-2149	7.10319502338567	-3.20482718293421	0.885688423726182	-3.61845892650507	0.000296362522395773	0.00782557255082892	depleted in toy-SfmbtKD
snoRNA:Psi28S-2648	7.85162875381061	-2.52615737880235	0.881950353652125	-2.86428523821281	0.00417951463008664	0.0462444597236087	depleted in toy-SfmbtKD
snoRNA:Psi28S-3385a	7.44439278289934	-1.80856520944253	0.617994587076707	-2.92650655404211	0.00342792283012425	0.041143496376307	depleted in toy-SfmbtKD
spok	3274.91792885877	-2.77563129041407	0.936892543414752	-2.96259299951043	0.00305059639680014	0.0382597263116013	depleted in toy-SfmbtKD
sro	376.714449998425	-1.58642553540296	0.456979197840839	-3.47154868952152	0.000517465482691255	0.0114380944929718	depleted in toy-SfmbtKD
tey	100.383129016772	3.37361229751841	1.10520426854505	3.05247852685152	0.00226959968780715	0.0320035090208919	enriched in toy-SfmbtKD
thw	130.783602985254	1.19683506498746	0.352371768285925	3.39651235628023	0.000682504758886774	0.0140254840806633	enriched in toy-SfmbtKD
tor	54.0711210965264	-2.22896173189433	0.558110440849314	-3.9937646185267	6.50324250573971e-05	0.0026146781597151	depleted in toy-SfmbtKD
trk	19.0568143366923	5.97082686364789	1.11262222866017	5.3664457799284	8.03033256955282e-08	1.35269567594019e-05	enriched in toy-SfmbtKD
vg	323.781274155089	2.99631532397363	0.799865773152019	3.74602267598736	0.000179660358408033	0.00549425571779612	enriched in toy-SfmbtKD
yellow-b	309.072308297126	1.19935081457882	0.260438584826892	4.60511953471102	4.12229004600654e-06	0.000344228835465674	enriched in toy-SfmbtKD
