geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
Acp53Ea	2	0	0	0	1	2	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Acp54A1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp62F	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp63F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Acp65Aa	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp76A	4	2	0	4	2	2	2	0	0	2	2	0	0	2	2	0	0	0	0	4	0	0	0	0
Acp95EF	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0
Acp98AB	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acph-1	1468	358	1025	2766	1445	1634	580	530	1366	1696	525	512	1458	564	776	640	1287	1345	779	780	686	474	538	642
Acsl	4257	1162	2906	7670	3725	4149	1664	1403	3795	5079	1349	1346	4248	1759	2314	1835	3624	4149	2004	2383	2060	1236	1530	1646
Act42A	42931	12855	31300	80339	43868	42515	18387	15334	45467	58749	16893	13660	45320	20038	27333	21534	39974	50810	28756	34397	31148	19214	23230	26810
Act57B	4902	860	3729	5068	4601	3832	7115	1640	2694	3924	929	587	1600	1995	921	1582	5710	3994	3111	4834	2720	869	1115	2404
Act5C	204538	64076	150420	420065	203281	204512	95105	75365	212698	305180	83990	68023	216821	91624	116666	104015	201659	251205	143756	177902	158409	95701	119085	137377
Act79B	3	2	0	5	0	2	1	4	3	0	0	0	1	1	0	1	0	1	4	0	0	1	0	0
Act87E	953	123	560	1022	573	541	598	214	297	527	113	87	246	316	236	180	299	717	344	461	326	177	263	273
Act88F	1	0	0	6	1	2	0	0	2	3	1	2	0	0	1	1	1	1	0	1	1	2	3	2
Actbeta	573	216	498	1195	484	638	254	212	603	990	224	190	878	268	459	242	449	861	330	356	343	280	289	240
Actn	7017	1907	4664	12529	7220	7028	3388	2608	6389	9127	2677	2332	5929	2840	3752	3254	7791	7866	3632	4659	3985	2661	3189	3830
Actn3	2	0	0	6	0	1	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acyp2	469	84	299	748	442	468	192	158	439	401	142	112	361	151	230	160	374	394	204	246	190	152	193	242
AdSL	2486	632	1538	4384	2210	2344	1124	912	2651	3476	1012	820	2608	1172	1424	1298	2856	2697	1629	2038	1576	964	1252	1564
AdSS	3227	856	2000	5914	3490	3031	1869	1329	3735	4661	1470	1254	2809	1318	1745	1624	4492	3456	2036	2379	1991	1372	1624	2256
Ada	166	90	131	424	251	242	96	82	276	319	102	72	234	94	134	92	268	296	190	172	198	164	144	154
Ada1-1	86	18	59	90	48	54	10	16	56	14	10	8	56	30	16	8	10	24	20	22	20	6	10	6
Ada1-2	119	24	61	142	104	82	60	44	128	146	38	40	98	36	58	54	108	146	56	84	52	32	42	46
Ada2a	581	133	277	894	469	508	217	235	480	651	196	168	500	212	297	175	369	396	61	83	70	41	52	55
Ada2b	1757	514	1071	3151	1599	1617	769	591	1680	2051	628	587	1581	692	861	670	1503	1722	833	1039	843	492	562	742
Ada3	1872	488	1252	3658	1880	1850	854	792	1980	2395	734	640	1596	691	954	906	1912	1984	1183	1502	1272	760	890	1070
Adam	3083	759	2045	6018	2957	2987	1348	1142	3440	3792	1126	994	3136	1378	1853	1557	2920	3046	1744	1947	1562	986	1085	1390
AdamTS-A	3585	1598	2729	8755	3060	3517	1449	1139	3783	5076	888	872	4877	2091	2489	1608	2288	4647	1605	1816	1951	1062	1635	1208
Adar	3336	846	1944	5482	3073	3150	1102	992	2301	3254	913	837	2590	1068	1482	952	2066	2439	893	1093	925	544	640	681
Adat1	228	44	138	398	252	214	108	94	269	364	82	78	188	96	142	102	246	226	108	88	81	98	82	74
Adck	502	144	340	983	550	488	252	236	625	714	186	189	462	226	308	270	618	568	334	380	272	262	260	400
AdenoK	1897	381	977	2605	1262	1418	617	534	1539	1943	580	534	1254	664	818	671	1613	1493	846	991	852	498	682	822
Adf1	3612	1061	2668	7232	3834	3773	1614	1421	4201	4849	1338	1426	3759	1556	2198	1710	3678	3782	2140	2352	2154	1483	1792	2030
Adgf-A	515	155	307	598	405	365	109	118	260	332	103	76	400	120	257	144	227	385	227	281	199	109	167	137
Adgf-A2	16	0	3	7	2	2	0	5	3	6	0	0	6	0	2	0	0	2	1	6	1	0	0	0
Adgf-B	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgf-C	14	2	26	52	0	8	6	3	4	0	0	2	6	2	2	4	2	2	4	6	0	0	0	2
Adgf-D	296	22	6	100	36	31	11	14	46	14	4	10	20	21	18	6	23	13	24	26	2	6	6	14
Adgf-E	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Adh	8	1	1	0	1	1	0	0	2	3	1	2	0	0	1	0	4	0	3	1	2	0	1	0
Adhr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adi1	537	106	277	862	460	432	196	182	466	612	195	168	346	177	218	204	474	423	293	368	266	178	245	290
AdipoR	3867	1058	2621	7435	3614	3743	1545	1254	3549	4819	1327	1109	4050	1771	2350	2014	3426	4523	2172	2611	2222	1486	1800	2006
Adk1	240	47	115	306	131	163	133	68	158	168	55	34	153	64	69	72	147	124	62	105	54	43	30	83
Adk2	4318	1053	2798	7997	4365	4388	2091	1878	5027	5917	1780	1796	3718	1820	2390	2118	5507	4651	2555	3163	2699	1756	2192	2930
Adk3	1099	281	727	2232	1211	1014	426	407	1215	1421	373	375	1058	449	613	424	1025	1204	530	556	415	359	364	484
AdoR	8	4	6	32	42	10	6	12	10	28	4	2	4	7	2	16	2	52	4	6	6	0	0	10
Ady43A	1630	402	1100	2164	1118	1291	497	421	966	782	212	200	690	450	600	332	786	686	502	700	460	250	264	338
Aef1	2251	686	1629	4776	2186	2415	998	731	2090	2798	733	659	2477	1019	1268	1041	1932	2457	1282	1368	1213	816	932	1126
Afti	1442	440	1078	2991	1632	1659	659	528	1341	1905	522	490	1689	716	903	708	1585	1738	804	1017	848	590	581	752
Ag5r	70	0	18	100	22	4	10	10	5	2	2	58	0	67	4	4	14	16	82	22	16	0	2	4
Ag5r2	2	0	2	0	2	2	14	10	0	0	12	0	4	0	2	0	0	0	0	6	0	0	0	0
Ahcy	5357	1381	3449	10460	5668	5159	2487	2052	6152	6915	2320	1846	4840	2132	2813	2649	6491	5304	3792	4364	3596	2317	2685	3668
AhcyL1	3828	1050	2563	7260	3837	3767	1657	1442	3687	5199	1490	1316	3603	1463	2058	1683	3748	4277	2380	2785	2508	1456	1705	2392
AhcyL2	284	60	141	446	136	212	96	102	231	267	90	74	216	96	154	84	154	260	56	94	66	18	40	54
Ak6	523	160	330	1057	534	526	224	174	600	660	198	166	508	184	271	270	522	555	326	402	334	192	250	298
Akap200	51740	15011	36341	97748	51100	54206	21485	18296	47279	69031	19494	17256	53069	23716	32802	25505	49786	62930	31675	39091	32941	22452	26008	31207
Akh	515	140	217	1108	650	365	100	113	419	6	132	10	326	302	268	155	42	308	375	247	10	88	22	284
AkhR	208	0	4	10	8	0	0	4	5	0	0	0	2	6	0	0	4	2	0	2	0	0	0	0
Akt1	6242	1810	4537	12007	6293	6174	2722	2440	5275	8671	2370	2039	5815	2728	3895	2802	5968	6610	3398	3898	3541	2092	2296	3130
AlaRS	10401	3115	8076	20369	9942	10719	4855	3658	11277	14667	4231	3542	11482	4924	6289	5467	11043	12359	6615	8328	7209	4776	5723	6794
AlaRS-m	782	216	496	1648	892	805	360	294	751	1104	294	286	752	358	426	446	916	848	432	526	436	270	376	474
Alas	2705	728	1432	4044	1951	1960	934	666	2229	2096	681	610	2240	973	1178	844	1541	2620	1101	1132	1052	780	1017	1200
Ald	12151	2579	6935	18618	11080	11179	4565	3332	8660	11898	3657	3578	8169	3762	5195	4270	8854	9665	6140	7475	6283	3859	4628	5273
Aldh	1800	197	361	1853	1796	1306	1039	914	1258	1364	527	612	260	232	550	639	3728	490	1011	929	686	581	569	1281
Aldh-III	4922	1069	2609	7673	4376	4304	1858	1619	4073	4779	1594	1388	3026	1524	2179	1528	3618	3765	2426	2747	2215	1432	1476	2323
Alg-2	2093	528	1414	3820	2044	2235	822	744	2249	2590	789	664	1848	753	1143	996	2086	2107	1058	1252	1151	798	963	1140
Alg10	1254	340	920	2474	1392	1276	648	544	1505	1941	590	596	1166	552	748	710	1562	1487	787	1010	910	613	682	846
Alh	5364	1663	3652	10071	4457	4942	1777	1587	4075	6011	1475	1399	5312	2308	2841	2050	3618	5518	2277	2646	2400	1316	1705	1521
Alk	324	115	108	353	128	114	78	58	186	170	72	16	102	36	76	8	90	106	92	70	54	34	36	64
AlkB	420	96	210	747	388	434	144	108	394	412	132	124	303	150	187	120	383	341	183	166	136	94	142	124
Alp1	440	24	66	600	45	24	114	7	32	12	13	20	41	24	21	8	10	30	68	62	32	8	10	22
Alp2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Alp4	34	4	6	10	4	4	50	8	2	2	2	0	0	0	6	0	0	2	32	2	2	2	2	0
Alr	395	107	272	839	424	390	216	140	498	504	158	146	366	130	191	190	484	448	245	276	277	148	176	277
Als2	1400	332	866	2390	1248	1303	599	491	1274	1614	454	422	1133	572	746	557	1310	1329	695	774	598	412	489	580
Ama	7647	2170	5380	13052	5905	5775	5142	4396	13469	18688	4377	3509	8262	3481	4566	3932	7584	10269	6099	8134	6976	4489	5790	6440
Amnionless	64	26	7	4	118	24	2	8	0	0	0	0	2	8	10	0	0	0	0	0	2	0	0	0
Amph	1337	349	875	2472	1417	1554	654	496	1303	1705	448	468	1464	572	852	691	1295	1519	682	853	710	469	493	646
Amt	0	0	2	2	2	6	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	0	0
Amun	18237	5286	12945	35152	18223	18254	7835	6864	16357	23648	7083	6352	19191	8740	11408	9241	19019	21412	11100	13576	11272	7350	8357	11134
Amy-d	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amy-p	0	0	0	0	0	0	2	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Amyrel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ance	83136	23660	60769	152611	71369	80891	11439	6847	25654	29790	7920	5453	62569	26297	33060	23294	18171	79789	23063	31002	24694	12234	15998	17807
Ance-2	57	17	45	123	54	69	29	16	39	64	13	13	48	23	22	17	18	66	15	36	17	4	15	20
Ance-3	10	0	2	102	8	0	114	4	4	8	2	0	2	0	4	0	0	2	0	2	2	0	0	0
Ance-4	516	6	16	40	45	12	0	24	50	4	6	4	4	48	2	2	0	0	6	6	2	2	0	2
Ance-5	844	106	308	801	632	419	226	170	280	162	148	82	340	182	416	209	884	274	352	244	232	126	74	264
Andorra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ank	14855	3891	9419	27043	14105	14473	5035	4626	10579	14960	4074	3976	12557	5312	7505	5434	11074	12443	4790	6011	4846	3128	3359	3982
Ank2	3772	1244	2767	6757	3045	3867	879	767	1543	2630	887	597	3669	1509	2043	1412	3864	4265	2217	2640	3088	2173	2267	2418
Ankle2	4184	1037	2394	6826	3586	3851	1610	1365	3448	4949	1421	1394	3075	1527	1866	1581	3769	3749	1694	2045	1696	1053	1216	1454
Anp	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ant2	64	26	52	141	74	95	20	12	58	67	22	30	55	26	35	40	48	35	26	17	16	5	10	6
Antp	222	131	20	638	54	76	541	465	978	1563	396	466	615	225	316	409	1396	733	373	590	414	336	342	574
AnxB10	827	232	535	1454	560	653	336	214	738	903	240	200	809	348	482	308	460	872	442	522	516	266	382	384
AnxB11	3904	1133	2407	6798	3916	3561	1924	1332	4261	5157	1536	1346	3140	1351	2016	1615	3684	3707	2245	2476	2230	1316	1609	1830
AnxB9	9990	2505	6240	18202	9392	9877	5117	4289	11073	13331	4266	3675	8224	3833	5060	4432	11242	9676	6135	7226	6092	4145	4755	6236
Aos1	5001	1374	3316	9449	5121	5165	2284	1891	6045	6960	2066	1824	4722	2110	2786	2711	5862	5565	3157	3689	3085	2010	2482	3425
Apc	3096	960	2035	5289	2688	2782	1120	1055	2212	3397	910	906	2941	1416	1672	1233	3488	3119	1809	2120	2166	1345	1516	1977
Apc2	2168	510	1476	3740	2186	2114	1078	976	2464	2890	845	872	1926	895	1171	1034	2621	2224	1422	1588	1400	890	986	1478
ApepP	3518	976	2278	6176	3425	3485	1405	1111	3146	4190	1282	987	3056	1387	1815	1728	3476	3633	2134	2494	2134	1421	1736	2238
Apf	593	147	313	1009	555	502	163	136	440	472	185	138	572	232	337	202	515	665	275	366	247	238	142	271
Aplip1	904	287	646	1616	853	882	248	184	588	893	231	188	1272	489	664	601	731	1397	492	578	516	399	420	556
Apoltp	186	18	26	58	24	12	2	40	30	24	4	4	6	24	0	2	20	12	6	8	6	4	6	10
Appl	10919	3233	8090	19126	10448	11959	3544	3118	6221	10920	3369	2446	10466	4751	6857	4596	9188	13665	6495	8192	7065	5914	6335	6309
Aprt	358	95	238	674	315	322	114	65	335	376	102	70	354	126	177	163	369	355	165	172	188	139	160	214
Aps	14370	4016	10175	27472	14698	14336	5963	5142	13344	18364	5117	4798	13256	5453	8061	5827	13550	13422	7384	8755	7557	5168	5755	7283
Arc1	1772	626	1710	2052	862	1812	3318	3754	6397	8440	2016	1208	4275	1971	3018	615	1149	1217	1334	1614	912	342	254	392
Arc2	140	24	68	150	84	80	96	86	214	208	50	57	156	54	102	70	152	124	72	64	44	34	32	62
Arc42	2295	590	1447	4027	2162	2167	930	735	2313	2668	730	687	1980	837	1165	980	1865	2151	1263	1450	1252	831	1151	1286
Archease	440	110	219	756	406	415	174	155	444	514	178	162	350	150	256	176	392	441	247	264	233	148	188	237
Arf102F	3131	998	2275	6490	3059	3462	1318	1015	3256	3988	1059	983	3252	1272	1795	1357	2588	2965	1578	1812	1674	1104	1210	1435
Arf51F	3305	984	2279	6407	3042	3008	1382	1069	3381	4094	1095	1072	3185	1194	1847	1267	2775	3094	1804	1870	1565	1118	1218	1443
Arf79F	23936	7231	17736	48830	23774	24917	10116	7906	23461	31796	8566	7980	26582	10843	14935	11734	20787	27424	14139	16194	13965	8969	10769	12324
ArfGAP1	1993	641	1586	3979	1768	2012	856	670	2197	2869	743	616	2240	1039	1298	1001	1832	2288	1060	1311	1234	686	942	1116
ArfGAP3	4643	1443	3437	9010	4412	4535	2068	1624	4440	6609	1706	1588	4804	2188	2727	2286	4151	5379	2544	3075	2660	1666	2109	2462
Arfip	1378	306	899	2426	1299	1159	540	460	1398	1662	426	384	1236	591	813	507	1078	1235	583	679	618	433	479	512
Arfrp1	442	116	278	734	397	413	178	122	402	395	130	124	383	138	242	161	384	400	205	178	198	166	143	141
ArgRS	3114	891	2156	5790	3193	3331	1461	1303	3570	4422	1281	1035	3287	1352	1929	1491	3474	3416	1878	2359	2093	1298	1511	2067
ArgRS-m	651	155	456	1127	621	593	240	205	631	704	221	198	620	266	338	279	611	721	339	371	318	207	231	307
Argk	29474	9244	24197	57512	28485	31193	13666	8962	28587	38134	10114	7874	32410	13670	16919	14338	17374	36403	19283	23537	20460	12735	16568	16834
Arl1	1210	324	1031	2272	1117	1261	487	362	1246	1436	397	362	1217	498	669	552	968	1240	650	651	666	418	493	661
Arl2	702	174	476	1264	584	731	236	268	674	802	220	242	732	292	430	366	594	696	380	491	366	256	350	372
Arl4	1821	518	1194	3445	1657	1719	627	532	1610	1919	500	439	1636	646	891	596	1195	1455	587	704	539	419	491	490
Arl5	1096	268	717	2056	854	992	382	334	1041	1239	321	316	1132	480	610	417	796	1097	561	660	532	382	426	534
Arl6	2	0	2	2	0	0	0	1	2	4	0	0	0	0	0	0	0	6	0	0	0	2	0	2
Arp1	4394	1250	3073	8707	4048	4568	2037	1704	4851	5742	1824	1400	4717	2166	2672	2272	4279	5329	2714	2962	2816	1783	2100	2550
Arp10	1104	266	694	1988	976	1064	538	448	1134	1396	491	404	958	438	570	516	1150	1154	576	720	544	437	502	530
Arp2	5169	1449	3367	8930	4869	4844	2018	1721	5002	5905	1702	1448	4802	1968	2708	2109	4451	5241	2806	3323	2899	1675	1842	2318
Arp3	4519	1326	3382	8505	4113	4489	2064	1590	5063	6217	1845	1496	4907	2133	2733	2301	4479	5344	2690	3207	2724	1717	2208	2374
Arp5	1093	272	689	1944	1118	1120	490	452	1096	1544	488	408	986	417	655	472	1226	1280	732	762	658	480	516	726
Arp53D	0	0	0	7	6	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Arp6	1772	440	1136	3252	1828	1888	760	681	1938	2240	652	688	1543	700	929	857	1980	1924	1039	1160	1014	720	926	1243
Arp8	914	242	543	1542	851	839	423	344	1056	1136	345	280	748	354	472	416	1084	947	456	540	432	416	410	540
Arpc1	4475	1193	2978	7534	3994	4202	2024	1626	4693	5510	1582	1184	4376	2036	2507	2180	3896	4824	2692	3163	2952	1650	2128	2487
Arpc2	4328	1311	2929	8132	4125	4283	1730	1508	4571	5393	1502	1348	4449	1860	2657	1969	3878	4279	2252	2695	2306	1396	1647	1862
Arpc3A	1507	479	1165	3278	1607	1548	748	689	2096	2433	684	546	1698	734	906	870	1667	2038	1074	1210	1019	742	902	927
Arpc3B	126	38	58	184	156	88	14	7	39	41	19	20	67	40	62	28	39	116	26	41	28	8	9	26
Arpc4	1885	506	1196	3426	1711	1952	826	746	2212	2454	798	700	1854	830	1162	875	1816	2178	1180	1498	1298	846	1044	1178
Arpc5	1723	452	1166	3521	1921	1703	769	636	2061	2274	698	550	2070	874	1113	907	1781	2086	1299	1451	1322	770	984	1193
Arr1	4	0	6	4	18	0	48	0	2	2	4	2	2	4	4	2	10	2	14	4	20	0	0	0
Arr2	13	4	7	34	14	25	8	2	11	20	4	2	4	2	8	11	8	16	6	4	10	8	7	19
Ars2	8531	2403	5617	16003	8234	8512	3525	3045	7887	10654	2924	2599	8145	3497	4772	3422	6928	8353	3589	4284	3815	2154	2659	3126
Art1	6176	1622	4148	12616	6480	6303	2954	2450	7296	8669	2577	2242	6100	2962	3900	3358	7935	7023	4107	4708	4042	2719	3219	4194
Art2	7	0	0	14	4	5	2	2	6	7	0	2	9	2	7	4	2	2	0	4	0	0	0	0
Art3	2032	597	1392	4125	2081	2019	1018	728	2308	2631	867	645	2082	886	1157	1012	2502	2100	1255	1568	1265	901	992	1274
Art4	5314	1506	3490	9982	5314	5218	2333	1880	5540	6983	1964	1732	4506	2034	2834	2476	5676	5210	3136	3701	3112	2102	2276	3030
Art6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Art7	679	169	453	1226	716	653	324	334	908	844	328	241	663	322	379	361	859	676	455	483	362	257	298	416
Art8	738	206	513	1361	818	794	394	315	914	1047	354	304	762	330	460	308	926	805	488	615	449	292	286	580
Art9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arv1	348	108	261	695	392	314	134	126	325	349	148	110	268	148	170	124	303	388	140	218	140	125	116	142
Asap	2757	712	1609	4669	2570	2738	1017	988	2278	2878	920	882	2323	1011	1580	956	2828	2403	1157	1308	1116	691	784	1040
Asator	2218	599	1345	4153	2046	2146	798	790	1871	2372	665	655	1838	801	1012	760	1880	1799	839	934	799	498	620	631
Asciz	234	58	127	507	260	220	80	74	239	308	88	60	242	110	132	92	352	290	116	152	144	87	82	134
Ask1	3144	814	2124	5655	2965	3248	1388	1189	3089	3861	1110	1131	2823	1384	1670	1466	3453	3392	1740	1992	1752	1136	1214	1476
AsnRS	5798	1684	3989	11253	5383	5681	2772	2002	7052	8160	2384	1906	6696	3048	3626	3204	6343	8209	3727	4440	4058	2846	3621	3957
AsnRS-m	398	108	262	734	364	333	155	94	367	356	131	112	412	150	185	171	314	348	180	212	188	158	138	158
AsnS	1599	258	442	2140	777	656	535	238	896	961	300	384	808	826	585	632	862	1229	274	322	322	362	354	392
AspRS	7015	1896	4560	12798	7037	6675	3227	2665	7592	9352	2772	2485	6570	3028	4040	3384	6770	7665	4132	5122	4265	3019	3651	4364
AspRS-m	4341	1131	2882	7516	4373	4373	1764	1552	3901	4928	1460	1375	3924	1793	2305	1868	4484	4290	2340	2890	2482	1431	1764	2328
Asph	397	126	409	669	217	358	144	81	160	188	42	24	312	146	186	254	98	442	82	189	125	70	46	84
AstA	32	12	0	44	0	4	2	4	6	8	2	4	6	4	4	0	28	0	8	4	2	0	0	0
AstA-R1	4	2	6	12	6	2	2	0	0	0	0	0	4	0	0	2	6	0	4	4	2	2	0	2
AstA-R2	31	12	24	41	30	25	16	18	22	29	8	2	27	8	22	12	4	24	8	14	8	6	2	4
AstC	20	2	0	8	2	0	4	2	10	4	0	2	0	0	0	0	4	4	2	0	6	4	0	6
AstC-R1	72	21	34	115	18	16	4	6	2	12	14	2	10	9	20	0	2	28	4	12	6	12	4	0
AstC-R2	84	30	10	70	10	6	22	32	56	58	12	14	14	14	16	10	32	14	8	26	20	12	8	6
AstCC	22	12	0	32	2	2	2	0	0	8	0	0	0	0	2	0	0	0	2	0	0	0	0	0
Asx	2594	705	1985	5381	2816	2732	1083	1046	2125	3424	933	901	2632	1151	1518	1135	2990	2749	1550	1624	1565	1057	1086	1354
Atac1	358	102	250	462	272	304	130	122	348	388	86	106	360	135	224	124	296	330	182	218	162	76	98	139
Atac2	1054	248	788	1830	1060	1040	442	474	1110	1478	386	338	1005	387	524	518	1190	1204	626	770	624	454	414	570
Atac3	1133	300	752	2064	1096	1154	483	445	1107	1387	424	375	1062	469	642	510	997	1213	618	711	526	391	426	476
Ate1	1492	423	944	3002	1517	1502	565	558	1542	1982	494	462	1409	652	848	712	1529	1517	689	764	616	455	588	610
Atet	1300	394	843	2777	1007	1039	507	467	1351	1227	510	381	1405	543	898	414	594	1054	753	724	492	288	428	322
Atf-2	559	176	442	1283	697	577	229	200	576	694	199	186	462	198	364	258	544	521	328	289	305	189	227	350
Atf3	894	148	342	1287	948	873	451	461	707	914	339	324	424	208	391	416	1481	579	651	688	472	386	348	744
Atf6	3002	864	2094	5545	2941	3024	1081	985	2433	3492	964	934	2554	1095	1411	1118	2210	2409	1277	1647	1273	746	808	914
Atg1	2410	666	1550	4298	2196	2107	899	762	1989	2702	753	652	2380	1073	1326	1021	1944	2453	1104	1333	1118	644	736	1000
Atg10	267	29	159	400	204	201	76	89	173	212	64	79	169	84	103	80	181	171	74	121	91	57	62	76
Atg101	681	230	450	1435	778	753	257	240	628	859	246	289	649	302	414	305	716	737	290	359	271	240	321	406
Atg12	269	66	142	483	204	235	88	83	307	280	104	86	247	75	135	102	220	253	158	110	138	90	94	124
Atg13	1650	431	1174	3352	1796	1748	746	676	1800	2222	640	692	1706	740	988	798	1726	1820	872	1116	920	636	700	874
Atg14	1310	392	826	2262	1166	1278	524	462	1358	1698	466	488	1252	564	786	652	1478	1443	636	748	712	468	492	688
Atg16	1117	339	695	2112	1011	1139	398	351	947	1279	397	385	910	421	613	437	927	946	502	502	448	223	325	387
Atg17	2272	679	1714	4345	2227	2199	1016	783	1815	2622	726	658	2164	967	1259	1042	2329	2465	1273	1622	1290	838	869	1106
Atg18a	2751	757	1619	4903	2378	2502	1020	865	2524	3031	937	802	2534	1062	1527	1183	2330	2611	1321	1486	1297	808	966	1096
Atg18b	436	123	297	678	335	492	109	148	306	476	112	132	428	265	187	170	324	431	204	232	194	107	96	172
Atg2	2170	634	1422	3702	2015	2164	908	823	1931	2684	824	698	2166	1018	1297	984	2389	2273	1322	1909	1602	1005	1110	1521
Atg3	1706	438	1241	3158	1569	1548	651	586	1624	2124	634	492	1700	724	989	786	1369	1762	888	1080	898	752	750	942
Atg4a	1684	500	1118	2969	1481	1598	661	567	1674	2106	520	580	1585	712	976	728	1412	1734	892	1094	844	616	806	840
Atg4b	883	284	527	1606	929	781	343	344	813	1062	266	313	831	343	466	366	958	837	380	548	420	250	302	439
Atg5	915	219	546	1488	724	694	330	238	713	898	280	236	770	334	456	362	637	730	430	454	412	248	298	344
Atg6	619	156	403	1140	649	645	310	256	642	722	231	220	526	232	357	294	542	666	364	423	312	224	314	350
Atg7	883	252	554	1552	820	878	270	315	725	877	313	227	791	379	419	348	676	793	367	408	334	222	218	368
Atg8a	9952	2561	6611	17979	8907	9270	4005	3431	8620	11823	3376	3230	8293	3491	4766	3712	8470	9058	5594	6708	5520	3550	4024	5240
Atg8b	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Atg9	1190	270	824	2040	1082	1112	578	526	1209	1646	472	434	1092	502	676	552	1218	1312	710	988	774	556	642	778
Atox1	2403	725	1714	5041	2252	2644	830	598	2275	2418	602	613	2988	1115	1792	1077	1734	2422	1427	1542	1322	769	1074	1122
Atpalpha	29886	8079	18208	53762	27438	28965	12099	11001	24234	38709	10587	9685	27050	12344	16881	13443	30083	33799	14719	17765	15501	10859	12789	14829
AttA	169	0	15	27	0	0	10	6	36	10	3	2	0	0	0	0	6	125	6	2	0	0	0	0
AttB	211	2	3	22	18	4	4	4	36	5	1	4	8	0	2	0	12	39	16	0	0	0	0	0
AttC	268	0	0	40	10	2	2	0	110	0	2	2	0	2	0	0	14	0	0	0	0	0	0	0
AttD	0	0	0	4	0	0	2	8	8	56	6	0	2	0	0	2	0	8	0	0	0	0	0	0
Atu	3402	799	2125	5583	3002	3025	1547	1321	3724	4258	1299	1109	3286	1463	2049	1812	3514	3738	1922	2324	1937	1255	1472	1877
Atx-1	19	4	10	29	12	14	6	6	9	11	12	8	3	4	7	5	14	10	6	0	0	0	2	4
Atx2	6944	2144	4821	13000	6557	6387	3003	2767	6152	9841	2517	2223	7077	3421	4308	3506	7570	8601	4126	5347	4831	3116	3636	4656
Atxn7	1695	488	1260	3157	1629	1811	716	667	1630	2122	570	584	1735	751	1046	825	1596	1949	992	1202	1072	735	792	939
Aven	238	66	172	510	244	290	130	102	310	320	122	86	278	144	168	118	258	362	178	238	168	108	160	180
Awh	346	88	218	604	335	313	61	61	159	233	35	34	322	136	155	103	174	338	203	219	215	101	131	162
Axn	5394	1555	3764	10091	5574	5626	2185	1994	5105	6282	1731	1761	5036	2186	3043	2230	5557	4989	2515	2831	2516	1704	1869	2362
Axs	989	270	569	1861	944	1071	428	341	948	1121	332	283	805	375	433	384	851	954	300	408	359	207	292	257
Axud1	2759	705	1956	4895	2617	2572	1116	1018	2559	3689	996	898	2612	1180	1552	1263	2865	3160	1542	1937	1570	1039	1250	1414
B-H1	1817	506	1207	3032	1715	1679	393	268	843	1186	330	283	2048	738	1122	620	978	2019	748	843	630	390	452	526
B-H2	2061	581	1487	3857	1955	2004	461	384	998	1502	440	333	2251	981	1303	738	1210	2482	935	1102	778	648	640	674
