geneid	WT_1	WT_2	WT_3	toyKD_1	toyKD_2	toyKD_3	PcKD_1	PcKD_2	PcKD_3	toy-PcKD_1	toy-PcKD_2	toy-PcKD_3	SfmbtKD_1	SfmbtKD_2	SfmbtKD_3	toy-SfmbtKD_1	toy-SfmbtKD_2	toy-SfmbtKD_3	ScmKD_1	ScmKD_2	ScmKD_3	toy-ScmKD_1	toy-ScmKD_2	toy-ScmKD_3
bbg	8162	2485	6331	17350	7819	9120	2868	2303	5576	9765	2534	2307	10628	4124	5785	4580	7756	10585	3407	4093	4337	2580	3194	3443
bbx	22	2	13	19	18	11	5	8	15	7	4	3	6	3	6	7	21	14	8	4	9	3	1	4
bc10	703	185	459	1403	658	725	301	273	808	853	192	182	653	319	391	290	537	633	455	474	398	257	284	366
bcd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bchs	872	315	624	1524	654	701	306	210	486	898	220	182	859	404	450	342	770	870	392	441	464	296	358	320
bcn92	802	233	550	1552	721	853	320	266	917	902	264	227	852	298	464	381	689	848	416	486	418	252	373	388
bdg	2643	748	1871	5122	2650	2714	1105	980	2722	3467	967	891	2868	1208	1663	1186	2896	2939	1439	1675	1443	930	1024	1404
bdl	789	162	437	1561	962	952	313	301	516	769	272	213	660	258	409	310	904	902	454	512	386	372	472	562
be	954	281	696	1900	844	956	444	354	899	1293	399	284	915	388	550	434	874	1063	572	617	542	282	355	409
beag	1258	360	844	2192	1141	1241	462	501	1200	1472	443	394	1128	530	806	609	1290	1373	604	692	625	402	514	646
beat-IIIa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
beat-IIIb	66	34	60	77	52	58	18	28	42	64	12	12	20	14	18	14	26	38	42	68	48	26	11	24
beat-IIIc	1594	418	991	2466	1423	1532	346	335	650	969	314	304	1146	529	752	460	809	1118	565	610	524	352	392	418
beat-IIa	86	38	76	24	14	28	6	6	90	50	18	6	18	4	10	4	46	12	8	22	2	2	8	2
beat-IIb	60	22	26	52	40	26	20	12	76	80	24	26	38	16	26	20	20	46	25	38	62	18	44	26
beat-IV	95	34	16	30	4	6	2	6	62	40	10	12	22	6	6	6	22	30	18	14	4	0	10	0
beat-Ia	80	30	20	114	18	10	10	2	8	12	4	0	12	2	2	8	14	16	6	16	4	6	0	10
beat-Ib	32	6	8	8	4	4	2	2	10	2	6	0	0	2	6	2	6	4	0	2	2	0	0	0
beat-Ic	40	14	18	22	8	4	8	2	30	16	8	0	4	2	3	2	19	4	0	6	4	0	0	0
beat-VI	70	54	32	51	6	6	6	4	18	22	12	0	6	0	0	0	16	8	4	6	6	0	2	0
beat-VII	102	48	52	209	78	100	38	36	93	134	44	22	90	22	46	42	108	130	52	62	70	34	60	48
beat-Va	38	20	2	14	4	0	0	0	12	16	4	2	0	0	0	0	2	2	0	0	0	0	0	0
beat-Vb	26	8	0	17	2	8	2	0	12	6	2	0	0	0	0	0	2	0	2	0	0	0	0	0
beat-Vc	18	8	12	10	2	0	0	0	6	0	4	0	0	2	0	0	0	2	0	0	0	0	0	0
beg	408	114	262	794	426	444	264	206	602	662	228	170	400	178	254	226	542	490	294	290	294	140	228	286
bel	17622	5154	11965	33311	16969	17228	7784	6529	17633	24282	6396	5875	18577	8569	11228	9013	19876	20986	11716	13857	12024	7682	9242	12252
ben	8997	2694	6452	17506	8951	9211	3897	3184	8419	11623	3307	3105	7890	3159	4331	3563	7582	8269	4979	5638	5175	3268	3880	4715
beta'COP	7394	2119	5286	13614	6648	7012	3256	2544	7471	10026	2792	2356	7773	3416	4355	3735	6836	8977	4375	5416	4591	2894	3778	4176
beta-Man	5151	1337	3148	8852	4712	4717	1860	1762	4062	5417	1595	1366	4155	1863	2546	1881	3864	4223	2100	2484	2117	1486	1652	1840
beta-PheRS	2798	873	2007	5656	2607	2834	1228	956	2946	3787	1120	788	3060	1353	1718	1268	2846	3003	1638	2149	1730	1133	1445	1706
beta-Spec	24390	6626	16635	43434	22790	25385	9970	8578	18074	28682	8396	7493	25119	11153	15157	11828	30569	27614	14785	17736	16127	10768	11978	14712
beta3GalTII	395	78	232	744	306	364	156	152	370	514	161	116	408	170	246	150	425	392	208	224	178	122	146	218
beta4GalNAcTA	626	146	450	1107	644	666	226	202	592	633	172	193	648	317	403	242	512	706	364	412	294	150	244	271
beta4GalNAcTB	792	190	538	1326	714	821	278	213	726	804	183	167	633	303	402	312	642	794	333	430	320	201	314	353
beta4GalT7	537	135	421	1169	544	624	266	194	611	693	192	170	549	236	318	302	644	632	409	497	416	260	368	480
betaCOP	8392	2823	6633	17334	7860	8617	3927	3127	8408	12355	3447	2786	9650	4311	5151	4488	8190	10728	5060	6447	5592	3386	4350	4513
betaGlu	1446	281	721	2387	1134	1182	433	507	971	1493	416	413	1099	482	660	458	938	1129	392	442	359	249	360	415
betaNACtes1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
betaNACtes2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
betaNACtes3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0
betaNACtes4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
betaNACtes6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0
betaTry	68	16	24	4	72	28	0	50	2	0	0	10	24	2	0	0	4	0	8	14	26	8	0	0
betaTub56D	119768	35752	87647	248773	127611	133100	54104	44453	131048	178204	50764	41112	122805	55402	68267	66353	124395	146901	79021	96792	87117	59221	73228	86322
betaTub60D	26929	8070	22041	52051	26397	28815	7901	6578	17032	27989	7836	5281	35154	15947	20303	14488	18132	41116	15739	20253	17100	11073	12363	13396
betaTub85D	10	0	4	66	5	0	0	2	3	2	0	8	0	2	7	0	2	0	0	2	0	0	0	2
betaTub97EF	1469	343	880	2749	1623	1551	386	382	1143	1449	420	279	1703	867	1213	930	1218	2067	916	1186	984	626	704	887
betaggt-I	1051	364	690	2096	1145	1055	508	400	1247	1381	404	358	1036	484	571	474	1166	1200	697	705	573	376	466	568
betaggt-II	550	157	328	1051	540	579	222	185	574	665	236	162	547	242	312	271	567	620	282	376	318	198	232	284
bft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bgcn	22	8	2	45	22	14	9	4	15	22	12	2	28	14	12	16	15	17	6	6	12	4	6	2
bgm	47	38	16	97	22	34	8	18	56	44	6	2	36	16	24	14	2	42	17	20	12	4	4	4
bi	2823	747	1913	5446	3121	2750	1266	1234	3032	4445	1235	1352	2200	1045	1526	1062	3754	2523	1384	1663	1420	813	868	1252
bib	4199	1264	3049	8441	4118	4165	1376	909	2659	4358	1134	971	4323	1781	2444	1790	2707	4721	2257	2967	2480	1498	1933	1661
bic	34526	9170	22424	64767	35028	35296	16707	14175	39674	49008	14477	12509	33016	14746	20331	18067	42352	38839	23331	25379	23595	15750	18245	24673
bif	11545	3450	8055	21683	11066	12180	4383	3585	9948	12586	3657	3109	12448	5484	7019	5167	10321	12639	6014	7086	6115	3471	4058	4779
bigmax	479	88	238	680	360	374	162	130	404	434	156	116	284	137	200	162	392	366	214	212	152	143	148	214
bin	4	4	4	30	2	18	0	2	2	8	4	0	2	2	6	2	2	12	0	0	4	2	4	4
bin3	3682	1016	2439	6910	3931	3574	1760	1351	3429	4753	1368	1306	3457	1635	2319	1799	3942	3401	2324	2740	2333	1339	1674	2424
bip1	4560	1495	3929	8678	3409	4330	1668	1189	4387	5919	1207	1372	5320	1861	2475	1628	1848	5444	2089	2500	2631	1502	2103	1488
bip2	7982	1974	5315	14880	7875	8004	2896	2665	6051	8848	2513	2353	7267	3115	4200	2897	6787	7234	3174	3935	3142	1905	2142	2749
blanks	50	24	48	96	30	64	6	4	18	28	6	6	108	32	36	12	32	42	36	18	30	14	16	16
blot	4196	1168	2772	7785	3735	4043	1784	1583	3961	4867	1306	1223	4165	2140	2526	1809	3684	4497	2155	2364	2298	1375	1521	1909
blow	4858	1154	2792	9007	5323	5144	2476	2068	6017	6663	2036	1943	4609	1948	2744	2447	6355	5198	2874	3658	3193	2029	2610	3019
blp	394	106	238	747	341	330	160	168	490	579	145	145	349	136	232	184	461	360	198	236	182	160	195	240
blw	32393	8815	22157	60558	33956	32412	13810	11668	31368	40499	11839	9764	31337	14031	18582	16215	34338	35975	21700	26705	22272	13951	16443	21511
bma	38	8	10	13	4	4	8	0	4	19	2	0	10	4	4	4	4	4	1	10	4	0	0	2
bmm	411	69	124	358	151	159	66	70	138	206	80	34	180	84	130	102	102	195	82	97	104	60	68	64
bnb	37457	10881	24467	73419	36390	35871	13549	13156	28945	45255	12526	10517	33592	13512	19687	15889	25261	35088	15808	18816	16673	11952	15049	16228
bnk	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
bnl	363	137	234	759	325	330	78	61	131	159	50	79	350	127	180	90	136	288	73	110	81	31	33	60
boca	1664	448	1228	3454	1679	1708	683	516	1865	2120	624	478	1768	748	1003	848	1678	1917	1032	1112	1000	660	832	1024
bocks	848	274	659	1832	880	918	490	314	958	1313	396	306	1019	501	531	448	906	1229	617	683	555	402	453	562
boi	5406	1551	3639	10479	5395	5750	2609	2617	5640	7686	2034	1987	5860	2640	3441	2682	6275	5834	2788	3191	2853	2098	2569	3012
boil	2	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
bol	110	30	56	189	81	82	59	42	70	149	35	25	31	37	52	40	75	77	30	41	42	26	32	50
boly	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
bon	5456	1532	3725	10864	5635	5618	2226	2001	4926	6148	1722	1726	5414	2488	3250	2423	5392	5517	3110	3840	3274	1886	2060	2789
bond	323	111	96	860	180	182	134	30	95	88	42	26	104	96	149	41	110	232	64	96	90	56	24	62
bonsai	1073	315	749	2000	1057	983	480	391	1175	1339	489	372	1099	415	617	477	1162	1196	640	770	579	446	459	655
bor	1980	582	1264	3732	1993	2009	1015	882	2466	2869	834	770	1936	986	1206	984	2428	2290	1312	1504	1280	778	910	1260
bora	322	66	194	638	364	304	142	156	386	460	150	138	288	154	158	166	502	345	186	148	158	114	147	232
borr	2547	690	1668	5501	2740	2706	1338	994	3154	3560	983	899	2584	1227	1694	1436	3015	3118	1597	1886	1577	1011	1193	1519
boss	226	66	154	408	288	230	72	74	123	215	82	60	239	124	166	130	252	384	120	144	128	116	134	134
botv	1529	378	1039	2689	1410	1422	582	546	1468	1818	498	468	1490	592	811	687	1366	1704	994	1161	972	644	758	827
bou	1893	586	1542	3612	1539	1844	971	634	2253	2406	720	554	2216	1014	1231	1000	1744	2049	1162	1344	1180	729	948	858
bowl	14982	4218	10318	28436	13721	14780	5928	5076	13641	19120	4559	4795	14050	6265	8011	5733	11184	14629	6987	8329	7133	4683	5692	6241
br	52869	16267	38199	97538	42601	46393	18509	13692	34643	59285	14534	12744	50460	21389	25612	17327	32423	50688	25443	31183	29828	16240	19409	17872
brat	15443	4960	10738	27399	13141	14376	6462	5612	11871	20357	5121	4970	15831	6899	8882	7299	16237	17636	9306	10951	10631	7135	8204	8479
brk	3432	955	2297	6024	3380	3027	1588	1374	3482	4733	1408	1237	3780	1628	2287	1859	4722	4230	2551	3271	2561	1712	1849	2155
brm	12042	3247	7416	20902	11671	11392	5191	4294	10428	14268	4227	3765	10160	4651	6543	4969	12029	12125	6585	8784	7447	4360	4904	6314
brn	228	54	166	452	262	264	124	112	366	332	106	88	230	100	136	98	276	298	142	211	160	116	108	152
brp	1347	381	811	2359	1020	1269	387	331	627	1364	356	242	1214	502	621	417	1165	1227	247	315	323	236	250	196
bru1	159	49	68	133	46	68	34	22	104	64	26	18	84	46	56	29	40	76	26	20	26	16	20	0
bru2	219	73	124	458	168	172	98	54	133	166	81	35	143	97	165	50	88	176	104	118	99	34	70	36
bru3	355	123	124	470	138	202	86	46	143	216	60	34	162	57	72	72	123	145	84	106	66	46	80	84
brun	1499	432	1052	3081	1546	1535	618	478	1462	1794	514	444	1564	712	880	582	1500	1548	660	818	632	372	457	562
brv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brv2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brv3	2	4	2	12	2	6	0	2	4	0	2	0	2	0	2	0	4	0	0	2	0	0	2	2
bs	819	214	488	1839	734	738	434	449	1124	1812	474	438	762	311	420	428	997	789	436	556	472	316	383	484
bsf	3707	944	2369	6735	3726	3755	1696	1468	3719	4692	1408	1340	3637	1524	2154	1748	4486	4111	2800	3334	2832	1832	2060	2756
bsh	12	6	14	2	0	6	0	2	19	18	8	2	16	0	4	4	16	6	10	4	16	0	8	0
bsk	3313	923	2230	6370	3165	3155	1190	1104	3065	3601	994	933	3295	1422	1963	1397	2620	3271	1678	1888	1702	1082	1204	1325
bt	603	139	534	631	430	517	502	115	249	465	93	48	302	222	258	180	808	656	202	431	354	113	128	326
btd	302	98	226	631	302	256	161	120	312	316	130	102	176	94	166	106	298	232	274	254	253	152	202	248
btl	230	92	94	519	132	201	120	86	224	272	94	74	124	90	135	70	106	252	86	108	120	24	52	52
btn	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
btsz	7283	2171	4716	15203	7233	8195	3548	3020	6409	9019	2729	2535	7670	3671	4747	3589	10634	8089	4980	5735	5295	3237	3317	4584
btv	0	0	0	2	0	0	2	4	2	8	2	0	2	0	0	2	6	0	0	0	2	0	4	0
btz	3246	976	2323	6163	3008	2940	1444	1220	2908	4234	1230	1140	3418	1676	1976	1659	3031	3926	1766	2545	1902	1394	1497	1763
bug	450	161	383	1112	582	518	254	202	523	673	222	185	596	241	340	292	510	570	295	374	324	173	266	330
bun	14012	3044	8175	24290	14968	12675	5109	4778	10618	13479	4243	4654	9605	4483	6475	4766	12457	10366	7114	8074	6726	4942	5045	6633
bur	4795	1295	3062	8357	4434	4423	1893	1676	4335	5470	1566	1538	3983	1875	2607	1809	4493	4511	2468	2761	2292	1275	1690	2203
bves	1222	349	820	2449	1094	1234	405	376	1011	1324	408	359	1284	508	666	439	1033	1062	531	696	633	389	402	522
bw	2	0	10	6	0	36	2	2	2	26	0	0	42	18	10	8	0	6	2	2	2	0	0	2
bwa	343	134	223	626	251	357	130	66	246	391	101	86	374	178	276	198	285	392	112	158	82	74	86	108
bxd	0	2	0	0	0	0	0	0	4	3	0	5	0	0	0	0	0	0	2	4	3	2	0	9
by	1541	273	904	2571	1407	1340	870	610	1518	1810	547	635	1261	690	880	663	1703	1601	833	1049	846	590	593	874
byn	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bys	1590	334	1072	2795	1516	1551	681	610	1812	2152	688	575	1407	643	874	659	1742	1656	830	1111	780	575	663	808
c(2)M	0	0	0	4	0	2	0	0	2	2	2	0	4	0	2	0	0	0	0	2	4	0	0	0
c(3)G	338	94	173	711	327	361	130	111	304	351	110	124	244	107	159	132	270	252	131	147	91	84	83	118
c-cup	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c11.1	1458	338	862	2364	1300	1334	548	490	1254	1704	454	452	1224	580	770	550	1458	1388	656	784	731	433	474	616
c12.1	1792	503	1188	3059	1580	1646	718	575	1661	2150	600	513	1651	736	1010	826	1562	1924	1016	1148	930	584	770	1026
c12.2	840	209	543	1356	781	694	256	303	794	855	226	244	725	314	410	326	687	757	333	372	289	173	258	192
cDIP	32	0	2	6	10	0	4	0	6	0	6	0	0	0	0	2	0	0	2	0	2	0	0	0
cN-IIIB	483	171	403	951	527	484	215	214	463	541	217	149	445	208	330	251	528	436	350	301	254	258	198	368
ca	2190	548	1350	3884	2136	2270	777	722	1568	2372	719	609	1916	931	1166	786	2267	2067	876	971	1033	626	644	862
cac	270	61	102	364	176	147	52	28	87	197	35	23	459	173	296	197	559	269	60	76	49	34	50	32
cact	4530	1222	2965	8102	3841	3973	1727	1603	3996	5241	1446	1379	4561	1966	2829	2062	3878	4594	2273	2932	2439	1501	1719	2110
cactin	1086	306	778	2070	1074	1134	566	462	1388	1478	482	422	1138	482	618	582	1282	1306	754	855	754	476	526	702
cad	6	0	0	4	0	2	40	48	64	80	28	14	2	0	0	0	4	0	24	18	14	10	14	14
cag	399	148	394	924	445	509	146	124	506	540	127	136	461	269	274	178	346	506	271	216	230	156	176	208
caix	2	0	0	0	0	0	0	10	8	8	0	0	0	2	0	0	4	0	0	0	0	0	0	0
cal1	1904	512	1140	3334	1900	1910	822	774	1928	2388	664	630	1532	676	916	788	1932	1760	964	1168	1010	703	718	1077
calypso	1014	284	752	1840	897	937	439	382	1166	1372	384	400	1067	473	733	544	1127	1168	587	686	618	400	431	577
can	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cana	1495	420	889	2893	1796	1729	722	828	1780	2034	546	719	1416	696	911	653	1801	1384	612	671	552	374	394	532
caps	3834	1039	2439	6839	3686	3900	1474	1166	2870	4054	1131	1198	3994	1908	2592	1828	3618	3963	1960	2098	1854	1242	1241	1546
capt	12540	3709	9120	23727	11830	12398	5084	4370	11836	15741	4480	3611	12235	5422	7054	5659	10038	13790	7334	8939	7910	4839	6305	7220
capu	4371	1127	2748	7725	4169	4131	1757	1546	3804	4754	1400	1351	3769	1795	2378	1751	3938	4273	2015	2359	1917	1164	1452	1935
car	884	256	566	1474	776	753	332	384	794	1062	331	280	786	378	512	420	846	928	462	548	494	334	342	360
cas	196	16	26	92	34	32	14	6	36	38	8	6	8	10	8	2	24	14	4	2	2	0	0	0
casp	3151	1026	2294	6389	3278	3467	1258	1110	3184	3988	1125	867	3658	1558	2062	1582	3075	3551	1845	2284	1876	1198	1390	1604
cathD	13057	2754	6365	16257	8387	8722	3879	3246	9421	10817	3312	2553	8889	4227	5329	4070	7202	9729	5908	7064	5914	3576	4588	5048
cato	52	24	44	86	44	50	12	6	28	39	6	2	50	8	30	20	18	32	36	18	26	22	26	22
caup	1746	490	1025	3588	1534	1604	833	755	2227	3040	754	802	1637	602	901	704	1639	1702	473	531	480	347	274	374
cav	541	157	389	1202	791	826	259	282	721	816	248	230	494	248	356	362	890	672	430	346	393	274	272	454
caz	7672	2204	5055	12723	6589	8088	2900	2609	7691	9307	2698	2306	6949	2936	5023	2925	6723	7218	4061	4689	3716	2466	2933	3476
cbc	820	238	576	1536	759	764	312	280	784	954	286	250	826	366	430	408	694	926	448	530	438	308	386	444
cbs	578	118	322	903	454	532	156	183	422	468	155	116	435	228	280	181	420	401	148	167	127	94	132	133
cbt	991	260	595	1766	1096	1116	503	540	1151	1522	314	370	926	458	594	581	1194	982	564	676	580	384	432	538
cbx	424	103	255	766	441	488	211	160	428	492	116	152	417	176	199	178	412	475	246	302	205	158	207	196
cd	88	19	69	184	110	136	63	45	168	248	53	59	99	41	45	57	113	165	37	56	36	46	72	43
cdc14	1288	321	896	2373	1222	1285	459	430	1045	1548	436	438	1252	483	738	530	1101	1159	510	630	520	354	388	486
cdi	3192	931	1968	5767	2931	3068	1402	1212	2738	4307	1072	1104	2812	1352	1663	1434	3524	3378	1798	2259	2136	1252	1416	1923
cdm	3039	783	1959	5180	3028	2878	1417	1284	2918	3922	1083	1144	2626	1169	1557	1328	3534	3048	1546	1744	1598	1130	1224	1554
ced-6	4586	983	2154	5980	3282	3182	1397	1152	2846	3795	1005	1126	2952	1318	1770	1217	2361	3081	1213	1371	1178	748	900	983
cep290	16	6	14	52	20	38	14	14	12	76	4	20	6	6	6	26	66	34	14	14	8	14	18	14
cer	1334	406	1053	2194	888	937	388	318	925	1224	366	335	1040	498	535	480	668	1006	494	542	554	290	316	438
cert	1864	466	1170	3282	1847	1877	721	667	1894	2264	656	586	1478	820	956	817	1939	1740	920	1033	902	566	607	923
cerv	642	126	410	1170	584	626	242	204	712	726	194	206	482	214	290	270	640	586	288	334	244	195	234	264
cg	9333	2484	5932	16980	9306	8680	3737	3316	8749	11022	3198	2934	8104	3560	4999	3652	8592	8770	4188	5055	4227	2688	3018	3770
chas	6152	1723	4073	11545	6029	6512	2362	1912	4898	6531	1831	1713	5670	2478	3121	2478	5484	6319	2796	3615	3185	1894	2065	2423
chb	4444	1320	3035	8403	4243	4461	1899	1552	3733	5573	1560	1358	4570	1977	2724	2056	4584	5147	2603	3462	2932	1780	2039	2675
cher	9295	2321	5307	16690	10136	10598	6067	5727	9147	13229	4354	4171	7486	3917	5576	5307	20486	9428	7021	9039	7741	4980	5180	7690
chic	33573	10261	25255	71898	33121	33434	15311	11672	37198	51424	14337	11392	37101	16047	20996	17751	33342	44075	21392	24926	22452	14965	18456	20535
chico	2005	492	1226	3545	1961	1715	797	703	1854	2213	655	664	1680	729	1098	769	2001	1957	926	1102	946	614	561	844
chif	4770	1384	3117	8416	4740	5049	1917	1640	3977	5096	1475	1456	4454	1835	2702	1953	5022	4918	2628	3001	2719	1910	1900	2486
chinmo	768	204	392	1101	896	802	1236	1294	1520	2004	739	788	552	416	650	1055	5826	982	936	979	871	734	564	1602
chm	1426	418	909	2670	1376	1462	576	476	1328	1715	450	480	1309	563	722	582	1238	1415	604	612	561	402	419	590
chn	6834	1860	4541	12505	7448	7343	2630	2647	5064	7002	2233	2144	6863	3305	4431	3238	8982	7738	4000	4798	4032	2797	2961	3847
chp	2172	678	1862	5505	2712	2954	1606	1360	3583	6140	1798	1340	2944	1094	1454	1875	4635	5248	1089	1622	1549	1864	2085	1490
chrb	5812	2126	5149	11664	5198	6460	2272	1618	4440	8224	2238	1882	5996	2290	3120	2014	4430	5170	3498	4226	4099	2075	2572	2262
ci	19580	5347	13407	37678	21508	20174	5929	5001	12066	18086	5272	4650	18033	8176	10689	7364	16480	17864	8854	10884	8944	5550	5851	7912
cib	30044	10178	24417	59498	27643	31142	12990	9948	28879	38973	10896	9104	33420	13238	19045	14199	22723	33249	18823	23630	20399	12246	14713	16066
cic	8199	2534	5775	17644	9296	8777	3936	3233	7270	10753	2892	3092	8347	3917	4913	3578	10526	8416	4658	5284	4980	2968	3437	4670
cid	194	56	78	356	198	198	122	112	276	238	76	92	158	68	110	88	305	192	120	146	92	86	76	130
cin	2612	739	1849	5229	2601	2684	1048	862	2524	3007	950	811	2398	1058	1371	1116	2480	2770	1324	1697	1387	950	1085	1263
cindr	3336	986	2062	6066	2707	3117	1558	1328	3703	4735	1213	1180	3282	1516	1821	1475	3086	3895	1648	1952	1789	1208	1376	1569
ck	4357	1473	3563	9436	4094	4738	1672	1398	3030	5414	1333	1290	5476	2323	2877	2132	4374	5090	2372	2634	2793	1688	1752	2034
ckd	354	77	207	671	437	376	170	147	380	369	95	123	228	116	167	163	372	308	173	168	149	159	99	133
ckn	7533	2300	5360	15167	7849	7902	3632	3345	7372	10558	2933	2987	7853	3206	4347	3319	7876	7621	4201	5238	4215	2794	3252	4054
cl	3340	850	2294	6144	3076	3196	1259	934	3326	3781	1102	962	3102	1396	1807	1475	2923	3440	1988	2239	1993	1216	1646	1882
cln3	12	0	34	34	2	4	0	0	0	0	0	6	2	2	0	0	0	0	2	0	2	0	0	0
clos	10	2	2	37	2	10	0	6	8	10	4	4	6	0	6	1	2	6	0	4	2	0	2	0
clt	679	188	524	1268	691	687	257	240	654	901	204	214	672	348	431	380	800	729	470	437	466	302	350	418
clu	4774	1344	3162	9039	4729	4696	2017	1670	3750	6141	1682	1431	4667	2078	2564	2265	6066	5099	2959	3519	3128	2030	2188	2928
clumsy	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0
cm	1646	502	1218	3220	1603	1719	672	550	2027	1921	599	517	1691	704	883	743	1496	1648	880	1086	882	512	718	775
cmb	2157	636	1402	4051	2310	2172	1048	936	2101	2769	752	641	2242	1021	1342	1010	2599	2463	1372	1668	1548	788	924	1228
cmet	3297	688	2029	5921	3750	3827	1339	1305	2822	3807	1138	1157	2597	1383	1858	1408	4315	2717	1426	1581	1570	935	948	1758
cmpy	127	40	74	158	45	68	27	39	122	118	38	22	105	46	52	42	39	75	42	30	46	32	32	24
cn	334	133	246	197	132	115	62	62	133	64	30	32	298	170	245	44	56	148	38	88	38	2	2	0
cnc	5585	1630	3746	10006	4676	5437	2410	1972	4195	6467	1810	1555	5154	2303	2964	2271	4890	6087	3199	3704	3368	1911	2296	2889
cni	1423	467	1112	2905	1479	1487	596	480	1434	1640	511	440	1450	598	926	638	1397	1658	875	1091	874	656	664	897
cnir	193	83	182	531	254	233	98	84	283	277	112	49	260	99	178	117	198	267	129	98	163	83	96	114
cnk	3781	1006	2488	6649	3628	3825	1576	1387	3379	4246	1226	1272	3410	1546	2094	1595	4121	3815	2122	2632	2292	1362	1626	2028
cnn	2909	736	1794	4805	2847	2707	1246	1301	2757	3519	1124	1118	2343	1138	1636	1546	3712	2997	1586	1943	1680	1070	1072	1739
cno	5313	1655	3956	10913	5368	5612	2497	2234	4536	7518	1891	1928	6320	2573	3469	2484	6721	6732	2961	3479	3494	2309	2389	3032
coil	1337	343	807	2412	1221	1154	484	411	1197	1508	500	428	1118	476	615	562	1037	1092	670	743	645	454	492	698
cola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cold	2908	846	2138	5890	3077	2822	1341	1103	3316	4130	1218	1064	2972	1178	1626	1350	2891	3335	1868	2251	1850	1260	1410	1590
colt	2246	696	1806	4657	2124	2446	968	778	2704	3092	848	688	2654	1050	1398	1198	1724	2702	1339	1684	1538	964	1282	1382
comm	2034	505	1223	3362	2043	1859	651	488	1584	1986	519	439	2226	1070	1351	983	1660	2750	1335	1664	1190	907	923	1202
comm2	1398	330	936	2566	1426	1359	391	445	1231	1235	341	355	1519	699	858	581	1154	1510	798	921	695	450	508	686
comm3	9	20	29	115	10	65	19	20	22	65	22	21	55	28	34	19	9	41	18	22	26	8	16	9
comr	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	4	0	2	2	0	0	0
comt	775	226	481	1393	706	734	359	254	856	1074	354	264	800	378	460	389	971	914	478	504	425	336	366	444
cona	3	4	16	34	8	6	4	2	12	10	0	0	1787	756	1171	930	2146	1740	9	6	0	4	24	4
conu	4087	979	2625	6848	3612	3677	1344	1274	3028	4265	1074	1064	3115	1203	1709	1087	2406	2837	1231	1373	1090	719	719	951
conv	3101	898	2258	6523	3469	3533	1327	1097	3118	3864	1191	1177	3406	1390	1937	1590	3113	3273	1743	1966	1648	1100	1246	1575
cora	17103	4394	10349	30665	16452	17317	7358	6993	13367	19967	5817	5447	14702	6958	9441	7351	18897	17695	8897	10826	9436	6329	7138	8850
corn	2761	699	1538	4159	2486	2332	866	834	2099	2487	820	678	2356	1071	1479	1030	2636	2334	1233	1404	1206	704	799	1038
coro	4869	1336	3239	8860	4937	4632	2189	1910	4610	6427	1908	1612	4457	2054	2644	2246	5084	5140	2611	3489	2736	1678	2050	2603
corolla	70	6	34	110	100	48	46	40	70	94	36	40	106	78	92	68	166	116	46	46	32	60	50	62
cort	191	56	122	428	216	235	120	103	263	290	87	101	195	77	108	69	204	179	127	127	87	82	64	99
corto	5514	1630	4026	10699	5750	5135	2108	1873	4407	6610	1798	1542	5840	2710	3398	2373	4884	5962	2985	3837	3134	1762	2078	2725
